HR,timestamp,period,time_seconds
84.0,07:56:16,pre-test,0
85.0,07:56:17,pre-test,1
86.0,07:56:18,pre-test,2
86.75,07:56:19,pre-test,3
87.4,07:56:20,pre-test,4
91.0,07:56:21,pre-test,5
93.29,07:56:22,pre-test,6
96.12,07:56:23,pre-test,7
98.11,07:56:24,pre-test,8
100.0,07:56:25,pre-test,9
101.09,07:56:26,pre-test,10
102.25,07:56:27,pre-test,11
102.92,07:56:28,pre-test,12
103.64,07:56:29,pre-test,13
104.27,07:56:30,pre-test,14
104.12,07:56:31,pre-test,15
104.0,07:56:32,pre-test,16
103.67,07:56:33,pre-test,17
103.32,07:56:34,pre-test,18
103.0,07:56:35,pre-test,19
102.33,07:56:36,pre-test,20
102.91,07:56:37,pre-test,21
103.17,07:56:38,pre-test,22
103.46,07:56:39,pre-test,23
103.76,07:56:40,pre-test,24
104.0,07:56:41,pre-test,25
104.19,07:56:42,pre-test,26
104.39,07:56:43,pre-test,27
104.38,07:56:44,pre-test,28
104.43,07:56:45,pre-test,29
104.45,07:56:46,pre-test,30
104.56,07:56:47,pre-test,31
104.67,07:56:48,pre-test,32
104.74,07:56:49,pre-test,33
104.8,07:56:50,pre-test,34
104.86,07:56:51,pre-test,35
104.95,07:56:52,pre-test,36
104.92,07:56:53,pre-test,37
104.92,07:56:54,pre-test,38
104.95,07:56:55,pre-test,39
104.98,07:56:56,pre-test,40
105.05,07:56:57,pre-test,41
105.12,07:56:58,pre-test,42
105.18,07:56:59,pre-test,43
105.22,07:57:00,pre-test,44
105.24,07:57:01,pre-test,45
105.32,07:57:02,pre-test,46
105.42,07:57:03,pre-test,47
105.55,07:57:04,pre-test,48
105.84,07:57:05,pre-test,49
106.04,07:57:06,pre-test,50
106.19,07:57:07,pre-test,51
106.38,07:57:08,pre-test,52
106.56,07:57:09,pre-test,53
106.65,07:57:10,pre-test,54
106.77,07:57:11,pre-test,55
106.89,07:57:12,pre-test,56
106.97,07:57:13,pre-test,57
106.86,07:57:14,pre-test,58
106.78,07:57:15,pre-test,59
106.88,07:57:16,pre-test,60
106.93,07:57:17,pre-test,61
107.28,07:57:18,pre-test,62
107.78,07:57:19,pre-test,63
108.33,07:57:20,pre-test,64
108.57,07:57:21,pre-test,65
108.82,07:57:22,pre-test,66
108.88,07:57:23,pre-test,67
109.0,07:57:24,pre-test,68
109.07,07:57:25,pre-test,69
109.23,07:57:26,pre-test,70
109.35,07:57:27,pre-test,71
109.55,07:57:28,pre-test,72
109.7,07:57:29,pre-test,73
109.88,07:57:30,pre-test,74
110.27,07:57:31,pre-test,75
110.63,07:57:32,pre-test,76
111.07,07:57:33,pre-test,77
111.48,07:57:34,pre-test,78
111.88,07:57:35,pre-test,79
112.4,07:57:36,pre-test,80
112.5,07:57:37,pre-test,81
112.68,07:57:38,pre-test,82
112.82,07:57:39,pre-test,83
112.97,07:57:40,pre-test,84
113.13,07:57:41,pre-test,85
113.32,07:57:42,pre-test,86
113.48,07:57:43,pre-test,87
113.73,07:57:44,pre-test,88
113.95,07:57:45,pre-test,89
114.17,07:57:46,pre-test,90
114.35,07:57:47,pre-test,91
114.52,07:57:48,pre-test,92
114.7,07:57:49,pre-test,93
114.9,07:57:50,pre-test,94
115.12,07:57:51,pre-test,95
115.32,07:57:52,pre-test,96
115.62,07:57:53,pre-test,97
115.87,07:57:54,pre-test,98
116.07,07:57:55,pre-test,99
116.38,07:57:56,pre-test,100
116.7,07:57:57,pre-test,101
117.05,07:57:58,pre-test,102
117.65,07:57:59,pre-test,103
118.23,07:58:00,pre-test,104
118.88,07:58:01,pre-test,105
119.58,07:58:02,pre-test,106
120.27,07:58:03,pre-test,107
120.92,07:58:04,pre-test,108
121.42,07:58:05,pre-test,109
121.98,07:58:06,pre-test,110
122.63,07:58:07,pre-test,111
123.28,07:58:08,pre-test,112
123.93,07:58:09,pre-test,113
124.68,07:58:10,pre-test,114
125.42,07:58:11,pre-test,115
126.3,07:58:12,pre-test,116
127.27,07:58:13,pre-test,117
128.38,07:58:14,pre-test,118
129.48,07:58:15,pre-test,119
130.78,07:58:16,pre-test,120
132.1,07:58:17,pre-test,121
133.1,07:58:18,pre-test,122
133.93,07:58:19,pre-test,123
134.72,07:58:20,pre-test,124
135.52,07:58:21,pre-test,125
136.53,07:58:22,pre-test,126
137.58,07:58:23,pre-test,127
138.6,07:58:24,pre-test,128
139.6,07:58:25,pre-test,129
140.55,07:58:26,pre-test,130
141.48,07:58:27,pre-test,131
142.42,07:58:28,pre-test,132
143.35,07:58:29,pre-test,133
144.28,07:58:30,pre-test,134
145.3,07:58:31,pre-test,135
146.27,07:58:32,pre-test,136
147.2,07:58:33,pre-test,137
148.17,07:58:34,pre-test,138
149.15,07:58:35,pre-test,139
150.15,07:58:36,pre-test,140
151.12,07:58:37,pre-test,141
152.07,07:58:38,pre-test,142
153.08,07:58:39,pre-test,143
154.05,07:58:40,pre-test,144
155.03,07:58:41,pre-test,145
156.03,07:58:42,pre-test,146
157.02,07:58:43,pre-test,147
158.03,07:58:44,pre-test,148
159.05,07:58:45,pre-test,149
160.1,07:58:46,pre-test,150
161.12,07:58:47,pre-test,151
162.17,07:58:48,pre-test,152
163.25,07:58:49,pre-test,153
164.33,07:58:50,pre-test,154
165.4,07:58:51,pre-test,155
166.48,07:58:52,pre-test,156
167.53,07:58:53,pre-test,157
168.67,07:58:54,pre-test,158
169.85,07:58:55,pre-test,159
170.92,07:58:56,pre-test,160
171.95,07:58:57,pre-test,161
172.97,07:58:58,pre-test,162
173.72,07:58:59,pre-test,163
174.5,07:59:00,pre-test,164
175.23,07:59:01,pre-test,165
175.87,07:59:02,pre-test,166
176.47,07:59:03,pre-test,167
177.07,07:59:04,pre-test,168
177.67,07:59:05,pre-test,169
178.28,07:59:06,pre-test,170
178.87,07:59:07,pre-test,171
179.43,07:59:08,pre-test,172
180.07,07:59:09,pre-test,173
180.68,07:59:10,pre-test,174
181.4,07:59:11,pre-test,175
181.97,07:59:12,pre-test,176
182.5,07:59:13,pre-test,177
183.05,07:59:14,pre-test,178
183.58,07:59:15,pre-test,179
184.12,07:59:16,pre-test,180
184.7,07:59:17,pre-test,181
185.33,07:59:18,pre-test,182
185.97,07:59:19,pre-test,183
186.58,07:59:20,pre-test,184
187.17,07:59:21,pre-test,185
187.57,07:59:22,pre-test,186
187.87,07:59:23,pre-test,187
188.22,07:59:24,pre-test,188
188.58,07:59:25,pre-test,189
188.95,07:59:26,pre-test,190
189.33,07:59:27,pre-test,191
189.7,07:59:28,pre-test,192
190.07,07:59:29,pre-test,193
190.33,07:59:30,pre-test,194
190.48,07:59:31,pre-test,195
190.68,07:59:32,pre-test,196
190.92,07:59:33,pre-test,197
191.15,07:59:34,pre-test,198
191.35,07:59:35,pre-test,199
191.55,07:59:36,pre-test,200
191.73,07:59:37,pre-test,201
191.92,07:59:38,pre-test,202
192.02,07:59:39,pre-test,203
192.28,07:59:40,pre-test,204
192.53,07:59:41,pre-test,205
192.78,07:59:42,pre-test,206
192.38,07:59:43,pre-test,207
191.88,07:59:44,pre-test,208
191.4,07:59:45,pre-test,209
190.8,07:59:46,pre-test,210
190.2,07:59:47,pre-test,211
189.6,07:59:48,pre-test,212
188.95,07:59:49,pre-test,213
188.27,07:59:50,pre-test,214
187.63,07:59:51,pre-test,215
187.02,07:59:52,pre-test,216
186.4,07:59:53,pre-test,217
185.55,07:59:54,pre-test,218
184.72,07:59:55,pre-test,219
183.92,07:59:56,pre-test,220
182.85,07:59:57,pre-test,221
181.73,07:59:58,pre-test,222
180.63,07:59:59,pre-test,223
179.55,08:00:00,pre-test,224
178.5,08:00:01,pre-test,225
177.47,08:00:02,pre-test,226
176.47,08:00:03,pre-test,227
175.53,08:00:04,pre-test,228
174.6,08:00:05,pre-test,229
173.68,08:00:06,pre-test,230
172.75,08:00:07,pre-test,231
171.77,08:00:08,pre-test,232
170.72,08:00:09,pre-test,233
169.63,08:00:10,pre-test,234
168.62,08:00:11,pre-test,235
167.67,08:00:12,pre-test,236
166.72,08:00:13,pre-test,237
165.77,08:00:14,pre-test,238
164.82,08:00:15,pre-test,239
163.87,08:00:16,pre-test,240
162.85,08:00:17,pre-test,241
161.77,08:00:18,pre-test,242
160.63,08:00:19,pre-test,243
159.53,08:00:20,pre-test,244
158.47,08:00:21,pre-test,245
157.33,08:00:22,pre-test,246
156.3,08:00:23,pre-test,247
155.22,08:00:24,pre-test,248
154.15,08:00:25,pre-test,249
153.12,08:00:26,pre-test,250
152.08,08:00:27,pre-test,251
150.98,08:00:28,pre-test,252
149.88,08:00:29,pre-test,253
148.83,08:00:30,pre-test,254
147.78,08:00:31,pre-test,255
146.72,08:00:32,pre-test,256
145.57,08:00:33,pre-test,257
144.45,08:00:34,pre-test,258
143.37,08:00:35,pre-test,259
142.32,08:00:36,pre-test,260
141.33,08:00:37,pre-test,261
140.37,08:00:38,pre-test,262
139.5,08:00:39,pre-test,263
138.47,08:00:40,pre-test,264
137.48,08:00:41,pre-test,265
136.53,08:00:42,pre-test,266
136.23,08:00:43,pre-test,267
135.98,08:00:44,pre-test,268
135.72,08:00:45,pre-test,269
135.37,08:00:46,pre-test,270
135.07,08:00:47,pre-test,271
134.78,08:00:48,pre-test,272
134.53,08:00:49,pre-test,273
134.25,08:00:50,pre-test,274
133.92,08:00:51,pre-test,275
133.55,08:00:52,pre-test,276
133.18,08:00:53,pre-test,277
132.97,08:00:54,pre-test,278
132.57,08:00:55,pre-test,279
132.18,08:00:56,pre-test,280
132.05,08:00:57,pre-test,281
131.97,08:00:58,pre-test,282
131.85,08:00:59,pre-test,283
131.48,08:01:00,pre-test,284
131.12,08:01:01,pre-test,285
130.73,08:01:02,pre-test,286
130.42,08:01:03,pre-test,287
130.03,08:01:04,pre-test,288
129.67,08:01:05,pre-test,289
129.33,08:01:06,pre-test,290
128.98,08:01:07,pre-test,291
128.6,08:01:08,pre-test,292
128.27,08:01:09,pre-test,293
127.95,08:01:10,pre-test,294
127.47,08:01:11,pre-test,295
126.92,08:01:12,pre-test,296
126.37,08:01:13,pre-test,297
125.97,08:01:14,pre-test,298
125.62,08:01:15,pre-test,299
125.2,08:01:16,pre-test,300
124.82,08:01:17,pre-test,301
124.38,08:01:18,pre-test,302
124.0,08:01:19,pre-test,303
123.28,08:01:20,pre-test,304
122.58,08:01:21,pre-test,305
121.95,08:01:22,pre-test,306
121.32,08:01:23,pre-test,307
120.7,08:01:24,pre-test,308
120.03,08:01:25,pre-test,309
119.35,08:01:26,pre-test,310
118.7,08:01:27,pre-test,311
118.13,08:01:28,pre-test,312
117.55,08:01:29,pre-test,313
116.98,08:01:30,pre-test,314
116.45,08:01:31,pre-test,315
116.02,08:01:32,pre-test,316
115.7,08:01:33,pre-test,317
115.33,08:01:34,pre-test,318
114.83,08:01:35,pre-test,319
114.28,08:01:36,pre-test,320
113.72,08:01:37,pre-test,321
113.13,08:01:38,pre-test,322
112.5,08:01:39,pre-test,323
111.88,08:01:40,pre-test,324
111.22,08:01:41,pre-test,325
110.5,08:01:42,pre-test,326
109.8,08:01:43,pre-test,327
109.12,08:01:44,pre-test,328
108.45,08:01:45,pre-test,329
107.95,08:01:46,pre-test,330
107.47,08:01:47,pre-test,331
106.93,08:01:48,pre-test,332
106.43,08:01:49,pre-test,333
105.98,08:01:50,pre-test,334
105.57,08:01:51,pre-test,335
105.12,08:01:52,pre-test,336
104.87,08:01:53,pre-test,337
104.62,08:01:54,pre-test,338
104.53,08:01:55,pre-test,339
104.42,08:01:56,pre-test,340
104.32,08:01:57,pre-test,341
104.25,08:01:58,pre-test,342
104.32,08:01:59,pre-test,343
104.6,08:02:00,pre-test,344
104.83,08:02:01,pre-test,345
105.08,08:02:02,pre-test,346
105.37,08:02:03,pre-test,347
105.63,08:02:04,pre-test,348
106.15,08:02:05,pre-test,349
106.58,08:02:06,pre-test,350
107.03,08:02:07,pre-test,351
107.55,08:02:08,pre-test,352
107.98,08:02:09,pre-test,353
108.4,08:02:10,pre-test,354
108.82,08:02:11,pre-test,355
109.23,08:02:12,pre-test,356
109.65,08:02:13,pre-test,357
109.9,08:02:14,pre-test,358
110.08,08:02:15,pre-test,359
110.32,08:02:16,pre-test,360
110.5,08:02:17,pre-test,361
110.8,08:02:18,pre-test,362
111.12,08:02:19,pre-test,363
111.72,08:02:20,pre-test,364
112.28,08:02:21,pre-test,365
112.87,08:02:22,pre-test,366
113.48,08:02:23,pre-test,367
114.1,08:02:24,pre-test,368
114.7,08:02:25,pre-test,369
115.32,08:02:26,pre-test,370
115.92,08:02:27,pre-test,371
116.52,08:02:28,pre-test,372
117.13,08:02:29,pre-test,373
117.73,08:02:30,pre-test,374
118.32,08:02:31,pre-test,375
118.82,08:02:32,pre-test,376
119.33,08:02:33,pre-test,377
119.9,08:02:34,pre-test,378
120.57,08:02:35,pre-test,379
121.28,08:02:36,pre-test,380
122.13,08:02:37,pre-test,381
122.95,08:02:38,pre-test,382
123.78,08:02:39,pre-test,383
124.62,08:02:40,pre-test,384
125.42,08:02:41,pre-test,385
126.23,08:02:42,pre-test,386
127.03,08:02:43,pre-test,387
127.77,08:02:44,pre-test,388
128.53,08:02:45,pre-test,389
129.3,08:02:46,pre-test,390
130.03,08:02:47,pre-test,391
130.8,08:02:48,pre-test,392
131.5,08:02:49,pre-test,393
132.25,08:02:50,pre-test,394
132.98,08:02:51,pre-test,395
133.75,08:02:52,pre-test,396
134.32,08:02:53,pre-test,397
134.9,08:02:54,pre-test,398
135.47,08:02:55,pre-test,399
135.98,08:02:56,pre-test,400
136.47,08:02:57,pre-test,401
136.82,08:02:58,pre-test,402
137.12,08:02:59,pre-test,403
137.38,08:03:00,pre-test,404
137.68,08:03:01,pre-test,405
137.97,08:03:02,pre-test,406
138.15,08:03:03,pre-test,407
138.37,08:03:04,pre-test,408
138.35,08:03:05,pre-test,409
138.4,08:03:06,pre-test,410
138.47,08:03:07,pre-test,411
138.53,08:03:08,pre-test,412
138.62,08:03:09,pre-test,413
138.67,08:03:10,pre-test,414
138.68,08:03:11,pre-test,415
138.67,08:03:12,pre-test,416
138.65,08:03:13,pre-test,417
138.63,08:03:14,pre-test,418
138.68,08:03:15,pre-test,419
138.85,08:03:16,pre-test,420
139.03,08:03:17,pre-test,421
139.22,08:03:18,pre-test,422
139.38,08:03:19,pre-test,423
139.63,08:03:20,pre-test,424
139.88,08:03:21,pre-test,425
140.13,08:03:22,pre-test,426
140.35,08:03:23,pre-test,427
140.57,08:03:24,pre-test,428
140.83,08:03:25,pre-test,429
141.12,08:03:26,pre-test,430
141.38,08:03:27,pre-test,431
141.85,08:03:28,pre-test,432
142.33,08:03:29,pre-test,433
142.83,08:03:30,pre-test,434
143.33,08:03:31,pre-test,435
143.8,08:03:32,pre-test,436
144.25,08:03:33,pre-test,437
144.62,08:03:34,pre-test,438
145.0,08:03:35,pre-test,439
145.32,08:03:36,pre-test,440
145.48,08:03:37,pre-test,441
145.7,08:03:38,pre-test,442
145.9,08:03:39,pre-test,443
146.08,08:03:40,pre-test,444
146.33,08:03:41,pre-test,445
146.53,08:03:42,pre-test,446
146.75,08:03:43,pre-test,447
147.05,08:03:44,pre-test,448
147.32,08:03:45,pre-test,449
147.57,08:03:46,pre-test,450
147.78,08:03:47,pre-test,451
147.93,08:03:48,pre-test,452
148.1,08:03:49,pre-test,453
148.2,08:03:50,pre-test,454
148.28,08:03:51,pre-test,455
148.37,08:03:52,pre-test,456
148.48,08:03:53,pre-test,457
148.58,08:03:54,pre-test,458
148.65,08:03:55,pre-test,459
148.72,08:03:56,pre-test,460
148.82,08:03:57,pre-test,461
149.02,08:03:58,pre-test,462
149.15,08:03:59,pre-test,463
149.17,08:04:00,pre-test,464
149.22,08:04:01,pre-test,465
149.25,08:04:02,pre-test,466
149.27,08:04:03,pre-test,467
149.27,08:04:04,pre-test,468
149.23,08:04:05,pre-test,469
149.03,08:04:06,pre-test,470
148.87,08:04:07,pre-test,471
148.68,08:04:08,pre-test,472
148.53,08:04:09,pre-test,473
148.42,08:04:10,pre-test,474
148.33,08:04:11,pre-test,475
148.28,08:04:12,pre-test,476
148.23,08:04:13,pre-test,477
148.22,08:04:14,pre-test,478
148.18,08:04:15,pre-test,479
148.07,08:04:16,pre-test,480
147.98,08:04:17,pre-test,481
147.85,08:04:18,pre-test,482
147.72,08:04:19,pre-test,483
147.52,08:04:20,pre-test,484
147.33,08:04:21,pre-test,485
147.15,08:04:22,pre-test,486
146.93,08:04:23,pre-test,487
146.73,08:04:24,pre-test,488
146.52,08:04:25,pre-test,489
146.3,08:04:26,pre-test,490
146.07,08:04:27,pre-test,491
145.58,08:04:28,pre-test,492
145.05,08:04:29,pre-test,493
144.5,08:04:30,pre-test,494
144.0,08:04:31,pre-test,495
143.52,08:04:32,pre-test,496
142.98,08:04:33,pre-test,497
142.5,08:04:34,pre-test,498
142.03,08:04:35,pre-test,499
141.62,08:04:36,pre-test,500
141.23,08:04:37,pre-test,501
140.87,08:04:38,pre-test,502
140.52,08:04:39,pre-test,503
140.15,08:04:40,pre-test,504
139.78,08:04:41,pre-test,505
139.55,08:04:42,pre-test,506
139.3,08:04:43,pre-test,507
139.08,08:04:44,pre-test,508
138.87,08:04:45,pre-test,509
138.68,08:04:46,pre-test,510
138.55,08:04:47,pre-test,511
138.45,08:04:48,pre-test,512
138.38,08:04:49,pre-test,513
138.35,08:04:50,pre-test,514
138.33,08:04:51,pre-test,515
138.33,08:04:52,pre-test,516
138.4,08:04:53,pre-test,517
138.47,08:04:54,pre-test,518
138.58,08:04:55,pre-test,519
138.73,08:04:56,pre-test,520
138.93,08:04:57,pre-test,521
139.13,08:04:58,pre-test,522
139.35,08:04:59,pre-test,523
139.73,08:05:00,pre-test,524
140.08,08:05:01,pre-test,525
140.43,08:05:02,pre-test,526
140.8,08:05:03,pre-test,527
141.17,08:05:04,pre-test,528
141.53,08:05:05,pre-test,529
142.0,08:05:06,pre-test,530
142.4,08:05:07,pre-test,531
142.75,08:05:08,pre-test,532
143.1,08:05:09,pre-test,533
143.45,08:05:10,pre-test,534
143.78,08:05:11,pre-test,535
144.08,08:05:12,pre-test,536
144.42,08:05:13,pre-test,537
144.77,08:05:14,pre-test,538
145.12,08:05:15,pre-test,539
145.45,08:05:16,pre-test,540
145.78,08:05:17,pre-test,541
146.08,08:05:18,pre-test,542
146.4,08:05:19,pre-test,543
146.78,08:05:20,pre-test,544
147.17,08:05:21,pre-test,545
147.47,08:05:22,pre-test,546
147.67,08:05:23,pre-test,547
147.85,08:05:24,pre-test,548
148.05,08:05:25,pre-test,549
148.23,08:05:26,pre-test,550
148.5,08:05:27,pre-test,551
148.82,08:05:28,pre-test,552
149.33,08:05:29,pre-test,553
149.9,08:05:30,pre-test,554
150.45,08:05:31,pre-test,555
151.0,08:05:32,pre-test,556
151.55,08:05:33,pre-test,557
152.1,08:05:34,pre-test,558
152.65,08:05:35,pre-test,559
153.18,08:05:36,pre-test,560
153.68,08:05:37,pre-test,561
154.15,08:05:38,pre-test,562
154.57,08:05:39,pre-test,563
155.0,08:05:40,pre-test,564
155.38,08:05:41,pre-test,565
155.67,08:05:42,pre-test,566
155.97,08:05:43,pre-test,567
156.23,08:05:44,pre-test,568
156.47,08:05:45,pre-test,569
156.62,08:05:46,pre-test,570
156.73,08:05:47,pre-test,571
156.83,08:05:48,pre-test,572
156.9,08:05:49,pre-test,573
156.95,08:05:50,pre-test,574
156.92,08:05:51,pre-test,575
156.88,08:05:52,pre-test,576
156.73,08:05:53,pre-test,577
156.63,08:05:54,pre-test,578
156.52,08:05:55,pre-test,579
156.38,08:05:56,pre-test,580
156.2,08:05:57,pre-test,581
155.73,08:05:58,pre-test,582
155.3,08:05:59,pre-test,583
154.9,08:06:00,pre-test,584
154.48,08:06:01,pre-test,585
154.1,08:06:02,pre-test,586
153.77,08:06:03,pre-test,587
153.43,08:06:04,pre-test,588
153.13,08:06:05,pre-test,589
152.78,08:06:06,pre-test,590
152.58,08:06:07,pre-test,591
152.42,08:06:08,pre-test,592
152.35,08:06:09,pre-test,593
152.23,08:06:10,pre-test,594
152.17,08:06:11,pre-test,595
152.12,08:06:12,pre-test,596
152.03,08:06:13,pre-test,597
151.92,08:06:14,pre-test,598
151.77,08:06:15,pre-test,599
151.67,08:06:16,pre-test,600
151.57,08:06:17,pre-test,601
151.47,08:06:18,pre-test,602
151.38,08:06:19,pre-test,603
151.22,08:06:20,pre-test,604
151.03,08:06:21,pre-test,605
150.93,08:06:22,pre-test,606
150.97,08:06:23,pre-test,607
151.0,08:06:24,pre-test,608
151.02,08:06:25,pre-test,609
150.88,08:06:26,pre-test,610
150.65,08:06:27,pre-test,611
150.37,08:06:28,pre-test,612
149.97,08:06:29,pre-test,613
149.57,08:06:30,pre-test,614
149.1,08:06:31,pre-test,615
148.67,08:06:32,pre-test,616
148.23,08:06:33,pre-test,617
147.8,08:06:34,pre-test,618
147.45,08:06:35,pre-test,619
147.07,08:06:36,pre-test,620
146.67,08:06:37,pre-test,621
146.27,08:06:38,pre-test,622
145.92,08:06:39,pre-test,623
145.62,08:06:40,pre-test,624
145.3,08:06:41,pre-test,625
145.0,08:06:42,pre-test,626
144.67,08:06:43,pre-test,627
144.18,08:06:44,pre-test,628
143.7,08:06:45,pre-test,629
143.28,08:06:46,pre-test,630
142.78,08:06:47,pre-test,631
142.28,08:06:48,pre-test,632
141.78,08:06:49,pre-test,633
141.23,08:06:50,pre-test,634
140.73,08:06:51,pre-test,635
140.18,08:06:52,pre-test,636
139.65,08:06:53,pre-test,637
139.05,08:06:54,pre-test,638
138.42,08:06:55,pre-test,639
137.8,08:06:56,pre-test,640
137.18,08:06:57,pre-test,641
136.83,08:06:58,pre-test,642
136.45,08:06:59,pre-test,643
136.02,08:07:00,pre-test,644
135.57,08:07:01,pre-test,645
135.08,08:07:02,pre-test,646
134.53,08:07:03,pre-test,647
134.0,08:07:04,pre-test,648
133.43,08:07:05,pre-test,649
132.92,08:07:06,pre-test,650
132.18,08:07:07,pre-test,651
131.48,08:07:08,pre-test,652
130.67,08:07:09,pre-test,653
129.88,08:07:10,pre-test,654
129.1,08:07:11,pre-test,655
128.35,08:07:12,pre-test,656
127.65,08:07:13,pre-test,657
126.93,08:07:14,pre-test,658
126.22,08:07:15,pre-test,659
125.48,08:07:16,pre-test,660
124.75,08:07:17,pre-test,661
124.03,08:07:18,pre-test,662
123.25,08:07:19,pre-test,663
122.48,08:07:20,pre-test,664
121.73,08:07:21,pre-test,665
121.07,08:07:22,pre-test,666
120.38,08:07:23,pre-test,667
119.68,08:07:24,pre-test,668
119.0,08:07:25,pre-test,669
118.48,08:07:26,pre-test,670
117.92,08:07:27,pre-test,671
117.45,08:07:28,pre-test,672
116.93,08:07:29,pre-test,673
116.38,08:07:30,pre-test,674
115.88,08:07:31,pre-test,675
115.35,08:07:32,pre-test,676
114.8,08:07:33,pre-test,677
114.23,08:07:34,pre-test,678
113.57,08:07:35,pre-test,679
112.95,08:07:36,pre-test,680
112.35,08:07:37,pre-test,681
111.8,08:07:38,pre-test,682
111.23,08:07:39,pre-test,683
110.63,08:07:40,pre-test,684
110.07,08:07:41,pre-test,685
109.47,08:07:42,pre-test,686
108.9,08:07:43,pre-test,687
108.53,08:07:44,pre-test,688
108.15,08:07:45,pre-test,689
107.8,08:07:46,pre-test,690
107.55,08:07:47,pre-test,691
107.33,08:07:48,pre-test,692
107.13,08:07:49,pre-test,693
106.85,08:07:50,pre-test,694
106.57,08:07:51,pre-test,695
106.35,08:07:52,pre-test,696
106.13,08:07:53,pre-test,697
105.9,08:07:54,pre-test,698
105.68,08:07:55,pre-test,699
105.45,08:07:56,pre-test,700
105.18,08:07:57,pre-test,701
104.97,08:07:58,pre-test,702
104.75,08:07:59,pre-test,703
104.58,08:08:00,pre-test,704
104.53,08:08:01,pre-test,705
104.48,08:08:02,pre-test,706
104.47,08:08:03,pre-test,707
104.47,08:08:04,pre-test,708
104.53,08:08:05,pre-test,709
104.58,08:08:06,pre-test,710
104.72,08:08:07,pre-test,711
104.85,08:08:08,pre-test,712
105.02,08:08:09,pre-test,713
105.2,08:08:10,pre-test,714
105.33,08:08:11,pre-test,715
105.42,08:08:12,pre-test,716
105.47,08:08:13,pre-test,717
105.53,08:08:14,pre-test,718
105.58,08:08:15,pre-test,719
105.58,08:08:16,pre-test,720
105.53,08:08:17,pre-test,721
105.52,08:08:18,pre-test,722
105.53,08:08:19,pre-test,723
105.55,08:08:20,pre-test,724
105.52,08:08:21,pre-test,725
105.35,08:08:22,pre-test,726
105.25,08:08:23,pre-test,727
105.17,08:08:24,pre-test,728
105.22,08:08:25,pre-test,729
105.27,08:08:26,pre-test,730
105.4,08:08:27,pre-test,731
105.48,08:08:28,pre-test,732
105.6,08:08:29,pre-test,733
105.73,08:08:30,pre-test,734
105.85,08:08:31,pre-test,735
105.93,08:08:32,pre-test,736
106.03,08:08:33,pre-test,737
106.13,08:08:34,pre-test,738
106.22,08:08:35,pre-test,739
106.12,08:08:36,pre-test,740
105.98,08:08:37,pre-test,741
105.88,08:08:38,pre-test,742
105.75,08:08:39,pre-test,743
105.65,08:08:40,pre-test,744
105.58,08:08:41,pre-test,745
105.53,08:08:42,pre-test,746
105.5,08:08:43,pre-test,747
105.48,08:08:44,pre-test,748
105.47,08:08:45,pre-test,749
105.43,08:08:46,pre-test,750
105.4,08:08:47,pre-test,751
105.38,08:08:48,pre-test,752
105.3,08:08:49,pre-test,753
105.4,08:08:50,pre-test,754
105.57,08:08:51,pre-test,755
105.67,08:08:52,pre-test,756
105.73,08:08:53,pre-test,757
105.78,08:08:54,pre-test,758
105.92,08:08:55,pre-test,759
106.07,08:08:56,pre-test,760
106.25,08:08:57,pre-test,761
106.3,08:08:58,pre-test,762
106.38,08:08:59,pre-test,763
106.42,08:09:00,pre-test,764
106.38,08:09:01,pre-test,765
106.38,08:09:02,pre-test,766
106.33,08:09:03,pre-test,767
106.25,08:09:04,pre-test,768
106.13,08:09:05,pre-test,769
106.07,08:09:06,pre-test,770
106.0,08:09:07,pre-test,771
105.93,08:09:08,pre-test,772
105.82,08:09:09,pre-test,773
105.7,08:09:10,pre-test,774
105.57,08:09:11,pre-test,775
105.43,08:09:12,pre-test,776
105.27,08:09:13,pre-test,777
105.22,08:09:14,pre-test,778
105.2,08:09:15,pre-test,779
105.2,08:09:16,pre-test,780
105.25,08:09:17,pre-test,781
105.27,08:09:18,pre-test,782
105.27,08:09:19,pre-test,783
105.27,08:09:20,pre-test,784
105.35,08:09:21,pre-test,785
105.47,08:09:22,pre-test,786
105.55,08:09:23,pre-test,787
105.67,08:09:24,pre-test,788
105.65,08:09:25,pre-test,789
105.62,08:09:26,pre-test,790
105.6,08:09:27,pre-test,791
105.55,08:09:28,pre-test,792
105.47,08:09:29,pre-test,793
105.33,08:09:30,pre-test,794
105.18,08:09:31,pre-test,795
105.08,08:09:32,pre-test,796
105.0,08:09:33,pre-test,797
104.93,08:09:34,pre-test,798
104.9,08:09:35,pre-test,799
105.0,08:09:36,pre-test,800
105.15,08:09:37,pre-test,801
105.27,08:09:38,pre-test,802
105.42,08:09:39,pre-test,803
105.48,08:09:40,pre-test,804
105.53,08:09:41,pre-test,805
105.57,08:09:42,pre-test,806
105.6,08:09:43,pre-test,807
105.57,08:09:44,pre-test,808
105.8,08:09:45,pre-test,809
106.02,08:09:46,pre-test,810
106.22,08:09:47,pre-test,811
106.43,08:09:48,pre-test,812
106.67,08:09:49,pre-test,813
106.82,08:09:50,pre-test,814
106.9,08:09:51,pre-test,815
106.98,08:09:52,pre-test,816
107.13,08:09:53,pre-test,817
107.4,08:09:54,pre-test,818
107.63,08:09:55,pre-test,819
107.92,08:09:56,pre-test,820
108.17,08:09:57,pre-test,821
